"agentid","callid","agent_name","region"
0,7542,NULL,NULL
0,4132,NULL,NULL
0,8989,NULL,NULL
0,9908,NULL,NULL
0,7532,NULL,NULL
0,2078,NULL,NULL
0,2080,NULL,NULL
0,3297,NULL,NULL
0,3461,NULL,NULL
0,8713,NULL,NULL
0,3340,NULL,NULL
0,4193,NULL,NULL
0,2196,NULL,NULL
0,1825,NULL,NULL
0,8140,NULL,NULL
0,7828,NULL,NULL
0,4883,NULL,NULL
0,6491,NULL,NULL
0,4483,NULL,NULL
0,7106,NULL,NULL
0,9168,NULL,NULL
0,2822,NULL,NULL
0,1609,NULL,NULL
0,7834,NULL,NULL
0,4975,NULL,NULL
0,2773,NULL,NULL
0,1105,NULL,NULL
0,7462,NULL,NULL
0,2554,NULL,NULL
0,729,NULL,NULL
0,7480,NULL,NULL
0,5857,NULL,NULL
0,2308,NULL,NULL
0,407,NULL,NULL
0,8656,NULL,NULL
0,1258,NULL,NULL
0,1948,NULL,NULL
0,2556,NULL,NULL
0,1464,NULL,NULL
0,1603,NULL,NULL
0,8892,NULL,NULL
0,8423,NULL,NULL
0,6600,NULL,NULL
0,8219,NULL,NULL
0,8341,NULL,NULL
0,4306,NULL,NULL
0,1634,NULL,NULL
0,9115,NULL,NULL
0,9118,NULL,NULL
0,7942,NULL,NULL
0,6932,NULL,NULL
0,8148,NULL,NULL
0,6230,NULL,NULL
0,7936,NULL,NULL
0,4313,NULL,NULL
0,8231,NULL,NULL
0,3469,NULL,NULL
0,8354,NULL,NULL
0,393,NULL,NULL
0,5049,NULL,NULL
0,6051,NULL,NULL
0,798,NULL,NULL
0,8118,NULL,NULL
0,2864,NULL,NULL
0,2502,NULL,NULL
0,1760,NULL,NULL
0,8957,NULL,NULL
0,8083,NULL,NULL
0,3561,NULL,NULL
0,7598,NULL,NULL
0,4738,NULL,NULL
0,3930,NULL,NULL
0,7479,NULL,NULL
0,3647,NULL,NULL
0,2957,NULL,NULL
0,934,NULL,NULL
0,2027,NULL,NULL
0,9473,NULL,NULL
0,4702,NULL,NULL
0,6152,NULL,NULL
0,1264,NULL,NULL
0,9026,NULL,NULL
0,6556,NULL,NULL
0,5072,NULL,NULL
0,1430,NULL,NULL
0,1063,NULL,NULL
0,7534,NULL,NULL
0,6197,NULL,NULL
0,4511,NULL,NULL
0,3216,NULL,NULL
0,8955,NULL,NULL
0,6040,NULL,NULL
0,7904,NULL,NULL
0,5834,NULL,NULL
0,5082,NULL,NULL
0,9121,NULL,NULL
0,5837,NULL,NULL
0,592,NULL,NULL
0,6937,NULL,NULL
0,9003,NULL,NULL
0,9125,NULL,NULL
0,9251,NULL,NULL
0,6212,NULL,NULL
0,5719,NULL,NULL
0,6094,NULL,NULL
0,1408,NULL,NULL
0,1373,NULL,NULL
0,8243,NULL,NULL
0,9141,NULL,NULL
0,3642,NULL,NULL
0,4537,NULL,NULL
0,9771,NULL,NULL
0,8007,NULL,NULL
0,7602,NULL,NULL
0,9470,NULL,NULL
0,9513,NULL,NULL
0,731,NULL,NULL
0,8778,NULL,NULL
0,9023,NULL,NULL
0,5820,NULL,NULL
0,1793,NULL,NULL
0,373,NULL,NULL
0,1830,NULL,NULL
0,4626,NULL,NULL
0,7572,NULL,NULL
0,1106,NULL,NULL
0,6724,NULL,NULL
0,4389,NULL,NULL
0,8385,NULL,NULL
0,950,NULL,NULL
0,8026,NULL,NULL
0,5832,NULL,NULL
0,4393,NULL,NULL
0,6607,NULL,NULL
0,4639,NULL,NULL
0,2816,NULL,NULL
0,3547,NULL,NULL
0,5368,NULL,NULL
0,9538,NULL,NULL
0,1727,NULL,NULL
0,6617,NULL,NULL
0,1729,NULL,NULL
0,3308,NULL,NULL
0,7710,NULL,NULL
0,6863,NULL,NULL
0,3758,NULL,NULL
0,7350,NULL,NULL
0,6868,NULL,NULL
0,9766,NULL,NULL
0,8812,NULL,NULL
0,7318,NULL,NULL
0,8208,NULL,NULL
0,9137,NULL,NULL
0,118,NULL,NULL
0,1822,NULL,NULL
0,8694,NULL,NULL
0,284,NULL,NULL
0,4296,NULL,NULL
0,1259,NULL,NULL
0,6594,NULL,NULL
0,126,NULL,NULL
0,659,NULL,NULL
0,1628,NULL,NULL
0,6640,NULL,NULL
0,1510,NULL,NULL
0,7369,NULL,NULL
0,8462,NULL,NULL
0,7614,NULL,NULL
0,6480,NULL,NULL
0,6605,NULL,NULL
0,7698,NULL,NULL
0,2488,NULL,NULL
0,9077,NULL,NULL
0,424,NULL,NULL
0,1883,NULL,NULL
0,5537,NULL,NULL
0,8474,NULL,NULL
0,1400,NULL,NULL
0,5166,NULL,NULL
0,3712,NULL,NULL
0,7385,NULL,NULL
0,1888,NULL,NULL
0,919,NULL,NULL
0,5803,NULL,NULL
0,8481,NULL,NULL
0,9590,NULL,NULL
0,5174,NULL,NULL
0,8242,NULL,NULL
0,9809,NULL,NULL
0,7882,NULL,NULL
0,9176,NULL,NULL
0,2792,NULL,NULL
0,526,NULL,NULL
0,7843,NULL,NULL
0,3686,NULL,NULL
0,3360,NULL,NULL
0,447,NULL,NULL
0,2998,NULL,NULL
0,2636,NULL,NULL
0,1543,NULL,NULL
0,8944,NULL,NULL
0,697,NULL,NULL
0,9479,NULL,NULL
0,7044,NULL,NULL
0,4828,NULL,NULL
0,5571,NULL,NULL
0,2643,NULL,NULL
0,1795,NULL,NULL
0,6318,NULL,NULL
0,1554,NULL,NULL
0,6283,NULL,NULL
0,1071,NULL,NULL
0,2287,NULL,NULL
0,8752,NULL,NULL
0,3381,NULL,NULL
0,5580,NULL,NULL
0,8877,NULL,NULL
0,4476,NULL,NULL
0,469,NULL,NULL
0,835,NULL,NULL
0,1199,NULL,NULL
0,5966,NULL,NULL
0,3993,NULL,NULL
0,475,NULL,NULL
0,3271,NULL,NULL
0,9886,NULL,NULL
0,2542,NULL,NULL
0,3516,NULL,NULL
0,8487,NULL,NULL
0,1210,NULL,NULL
0,117,NULL,NULL
0,645,NULL,NULL
0,3605,NULL,NULL
0,811,NULL,NULL
0,8128,NULL,NULL
0,852,NULL,NULL
0,7198,NULL,NULL
0,2794,NULL,NULL
0,7684,NULL,NULL
0,734,NULL,NULL
0,1059,NULL,NULL
0,9516,NULL,NULL
0,857,NULL,NULL
0,5231,NULL,NULL
0,6599,NULL,NULL
0,739,NULL,NULL
0,2684,NULL,NULL
0,7694,NULL,NULL
0,6846,NULL,NULL
0,3659,NULL,NULL
0,3253,NULL,NULL
0,9656,NULL,NULL
0,3541,NULL,NULL
0,8067,NULL,NULL
0,8916,NULL,NULL
0,3790,NULL,NULL
0,5497,NULL,NULL
0,8312,NULL,NULL
0,4882,NULL,NULL
0,7827,NULL,NULL
0,9286,NULL,NULL
0,1487,NULL,NULL
0,2578,NULL,NULL
0,517,NULL,NULL
0,5632,NULL,NULL
0,4160,NULL,NULL
0,9293,NULL,NULL
0,2217,NULL,NULL
0,762,NULL,NULL
0,401,NULL,NULL
0,400,NULL,NULL
0,2917,NULL,NULL
0,7435,NULL,NULL
0,3764,NULL,NULL
0,4127,NULL,NULL
0,8086,NULL,NULL
0,9937,NULL,NULL
0,3320,NULL,NULL
0,9060,NULL,NULL
0,2110,NULL,NULL
0,8051,NULL,NULL
0,4784,NULL,NULL
0,3935,NULL,NULL
0,7974,NULL,NULL
0,6030,NULL,NULL
0,2358,NULL,NULL
0,1752,NULL,NULL
0,8221,NULL,NULL
0,8584,NULL,NULL
0,3091,NULL,NULL
0,3418,NULL,NULL
0,3217,NULL,NULL
0,2609,NULL,NULL
0,7012,NULL,NULL
0,4917,NULL,NULL
0,547,NULL,NULL
0,9325,NULL,NULL
0,4192,NULL,NULL
0,4436,NULL,NULL
0,2735,NULL,NULL
0,9330,NULL,NULL
0,6047,NULL,NULL
0,2375,NULL,NULL
0,5172,NULL,NULL
0,2255,NULL,NULL
0,3472,NULL,NULL
0,5294,NULL,NULL
0,2015,NULL,NULL
0,4204,NULL,NULL
0,7513,NULL,NULL
0,9595,NULL,NULL
0,1251,NULL,NULL
0,280,NULL,NULL
0,158,NULL,NULL
0,6505,NULL,NULL
0,7157,NULL,NULL
0,2024,NULL,NULL
0,8981,NULL,NULL
0,2390,NULL,NULL
0,1662,NULL,NULL
0,2028,NULL,NULL
0,5309,NULL,NULL
0,1788,NULL,NULL
0,2518,NULL,NULL
0,5698,NULL,NULL
0,7895,NULL,NULL
0,5697,NULL,NULL
0,2763,NULL,NULL
0,1671,NULL,NULL
0,6075,NULL,NULL
0,9741,NULL,NULL
0,5319,NULL,NULL
0,9488,NULL,NULL
0,7538,NULL,NULL
0,3137,NULL,NULL
0,3866,NULL,NULL
0,5324,NULL,NULL
0,6083,NULL,NULL
0,8634,NULL,NULL
0,6448,NULL,NULL
0,9757,NULL,NULL
0,6451,NULL,NULL
0,3631,NULL,NULL
0,955,NULL,NULL
0,9005,NULL,NULL
0,3511,NULL,NULL
0,8279,NULL,NULL
0,2783,NULL,NULL
0,2299,NULL,NULL
0,5339,NULL,NULL
0,6096,NULL,NULL
0,3761,NULL,NULL
0,9507,NULL,NULL
0,446,NULL,NULL
0,199,NULL,NULL
0,6463,NULL,NULL
0,608,NULL,NULL
0,8410,NULL,NULL
0,3280,NULL,NULL
0,1580,NULL,NULL
0,1582,NULL,NULL
0,3039,NULL,NULL
0,1261,NULL,NULL
0,5480,NULL,NULL
0,2073,NULL,NULL
0,3166,NULL,NULL
0,9027,NULL,NULL
0,2197,NULL,NULL
0,5236,NULL,NULL
0,8909,NULL,NULL
0,4144,NULL,NULL
0,3658,NULL,NULL
0,624,NULL,NULL
0,2810,NULL,NULL
0,8307,NULL,NULL
0,8672,NULL,NULL
0,992,NULL,NULL
0,8556,NULL,NULL
0,6733,NULL,NULL
0,3545,NULL,NULL
0,6489,NULL,NULL
0,7949,NULL,NULL
0,6496,NULL,NULL
0,6859,NULL,NULL
0,2093,NULL,NULL
0,2821,NULL,NULL
0,6862,NULL,NULL
0,9291,NULL,NULL
0,9170,NULL,NULL
0,3069,NULL,NULL
0,6867,NULL,NULL
0,5136,NULL,NULL
0,5381,NULL,NULL
0,7922,NULL,NULL
0,9770,NULL,NULL
0,2224,NULL,NULL
0,4533,NULL,NULL
0,5019,NULL,NULL
0,5771,NULL,NULL
0,1742,NULL,NULL
0,5519,NULL,NULL
0,4904,NULL,NULL
0,5067,NULL,NULL
0,7487,NULL,NULL
0,5652,NULL,NULL
0,1749,NULL,NULL
0,9437,NULL,NULL
0,7004,NULL,NULL
0,1023,NULL,NULL
0,8707,NULL,NULL
0,3456,NULL,NULL
0,1271,NULL,NULL
0,4309,NULL,NULL
0,4916,NULL,NULL
0,6403,NULL,NULL
0,9446,NULL,NULL
0,9447,NULL,NULL
0,9835,NULL,NULL
0,2490,NULL,NULL
0,5286,NULL,NULL
0,2856,NULL,NULL
0,3222,NULL,NULL
0,2496,NULL,NULL
0,5799,NULL,NULL
0,918,NULL,NULL
0,188,NULL,NULL
0,2134,NULL,NULL
0,5422,NULL,NULL
0,5052,NULL,NULL
0,8846,NULL,NULL
0,6053,NULL,NULL
0,2746,NULL,NULL
0,3480,NULL,NULL
0,765,NULL,NULL
0,2102,NULL,NULL
0,8492,NULL,NULL
0,8371,NULL,NULL
0,5431,NULL,NULL
0,324,NULL,NULL
0,1054,NULL,NULL
0,5065,NULL,NULL
0,2149,NULL,NULL
0,489,NULL,NULL
0,6069,NULL,NULL
0,6554,NULL,NULL
0,8378,NULL,NULL
0,1060,NULL,NULL
0,8015,NULL,NULL
0,9864,NULL,NULL
0,9231,NULL,NULL
0,4710,NULL,NULL
0,1068,NULL,NULL
0,2160,NULL,NULL
0,217,NULL,NULL
0,7657,NULL,NULL
0,9487,NULL,NULL
0,8875,NULL,NULL
0,3988,NULL,NULL
0,1801,NULL,NULL
0,2896,NULL,NULL
0,8393,NULL,NULL
0,2539,NULL,NULL
0,5085,NULL,NULL
0,4114,NULL,NULL
0,8076,NULL,NULL
0,6698,NULL,NULL
0,4482,NULL,NULL
0,3270,NULL,NULL
0,2906,NULL,NULL
0,6214,NULL,NULL
0,5849,NULL,NULL
0,5466,NULL,NULL
0,7555,NULL,NULL
0,1575,NULL,NULL
0,7520,NULL,NULL
0,8285,NULL,NULL
0,9767,NULL,NULL
0,4857,NULL,NULL
0,9260,NULL,NULL
0,1701,NULL,NULL
0,7925,NULL,NULL
0,2188,NULL,NULL
0,4660,NULL,NULL
0,7728,NULL,NULL
0,3285,NULL,NULL
0,5481,NULL,NULL
0,1101,NULL,NULL
0,2195,NULL,NULL
0,983,NULL,NULL
0,7937,NULL,NULL
0,9906,NULL,NULL
0,7209,NULL,NULL
0,2321,NULL,NULL
0,2201,NULL,NULL
0,8183,NULL,NULL
0,4996,NULL,NULL
0,1478,NULL,NULL
0,1476,NULL,NULL
0,8674,NULL,NULL
0,4273,NULL,NULL
0,9917,NULL,NULL
0,388,NULL,NULL
0,20,NULL,NULL
0,4277,NULL,NULL
0,3467,NULL,NULL
0,7708,NULL,NULL
0,5885,NULL,NULL
0,5007,NULL,NULL
0,6497,NULL,NULL
0,1972,NULL,NULL
0,5508,NULL,NULL
0,6621,NULL,NULL
0,9294,NULL,NULL
0,6988,NULL,NULL
0,362,NULL,NULL
0,5897,NULL,NULL
0,1981,NULL,NULL
0,4654,NULL,NULL
0,8449,NULL,NULL
0,769,NULL,NULL
0,8088,NULL,NULL
0,6144,NULL,NULL
0,2271,NULL,NULL
0,8252,NULL,NULL
0,7364,NULL,NULL
0,9820,NULL,NULL
0,6638,NULL,NULL
0,4422,NULL,NULL
0,5653,NULL,NULL
0,4424,NULL,NULL
0,6517,NULL,NULL
0,1753,NULL,NULL
0,6035,NULL,NULL
0,3942,NULL,NULL
0,7254,NULL,NULL
0,5038,NULL,NULL
0,2973,NULL,NULL
0,4069,NULL,NULL
0,4433,NULL,NULL
0,1517,NULL,NULL
0,5163,NULL,NULL
0,1155,NULL,NULL
0,6651,NULL,NULL
0,5925,NULL,NULL
0,6086,NULL,NULL
0,6654,NULL,NULL
0,7022,NULL,NULL
0,5928,NULL,NULL
0,5547,NULL,NULL
0,5930,NULL,NULL
0,7631,NULL,NULL
0,2945,NULL,NULL
0,6665,NULL,NULL
0,1532,NULL,NULL
0,9296,NULL,NULL
0,4820,NULL,NULL
0,4209,NULL,NULL
0,1539,NULL,NULL
0,2630,NULL,NULL
0,9976,NULL,NULL
0,5941,NULL,NULL
0,8129,NULL,NULL
0,4010,NULL,NULL
0,6507,NULL,NULL
0,9104,NULL,NULL
0,7406,NULL,NULL
0,3004,NULL,NULL
0,1547,NULL,NULL
0,5569,NULL,NULL
0,9230,NULL,NULL
0,941,NULL,NULL
0,4103,NULL,NULL
0,90,NULL,NULL
0,9236,NULL,NULL
0,8263,NULL,NULL
0,1920,NULL,NULL
0,5579,NULL,NULL
0,2042,NULL,NULL
0,7053,NULL,NULL
0,2651,NULL,NULL
0,8512,NULL,NULL
0,8513,NULL,NULL
0,5582,NULL,NULL
0,5964,NULL,NULL
0,2332,NULL,NULL
0,3792,NULL,NULL
0,876,NULL,NULL
0,7061,NULL,NULL
0,7792,NULL,NULL
0,6700,NULL,NULL
0,6579,NULL,NULL
0,3349,NULL,NULL
0,2300,NULL,NULL
0,5218,NULL,NULL
0,5470,NULL,NULL
0,4854,NULL,NULL
0,4005,NULL,NULL
0,725,NULL,NULL
0,2752,NULL,NULL
0,3158,NULL,NULL
0,8532,NULL,NULL
0,3927,NULL,NULL
0,6508,NULL,NULL
0,326,NULL,NULL
0,6998,NULL,NULL
0,2354,NULL,NULL
0,9268,NULL,NULL
0,1222,NULL,NULL
0,128,NULL,NULL
0,8785,NULL,NULL
0,8057,NULL,NULL
0,9523,NULL,NULL
0,377,NULL,NULL
0,3171,NULL,NULL
0,6361,NULL,NULL
0,3050,NULL,NULL
0,9655,NULL,NULL
0,6730,NULL,NULL
0,1233,NULL,NULL
0,9160,NULL,NULL
0,6002,NULL,NULL
0,508,NULL,NULL
0,8555,NULL,NULL
0,9918,NULL,NULL
0,5796,NULL,NULL
0,2858,NULL,NULL
0,8355,NULL,NULL
0,2701,NULL,NULL
0,7994,NULL,NULL
0,9290,NULL,NULL
0,1285,NULL,NULL
0,3593,NULL,NULL
0,5763,NULL,NULL
0,4650,NULL,NULL
0,155,NULL,NULL
0,9808,NULL,NULL
0,5017,NULL,NULL
0,7962,NULL,NULL
0,2265,NULL,NULL
0,9300,NULL,NULL
0,6626,NULL,NULL
0,8978,NULL,NULL
0,5142,NULL,NULL
0,3157,NULL,NULL
0,327,NULL,NULL
0,8982,NULL,NULL
0,8943,NULL,NULL
0,2719,NULL,NULL
0,290,NULL,NULL
0,2113,NULL,NULL
0,5397,NULL,NULL
0,6274,NULL,NULL
0,9945,NULL,NULL
0,4304,NULL,NULL
0,9950,NULL,NULL
0,4307,NULL,NULL
0,2243,NULL,NULL
0,7861,NULL,NULL
0,7618,NULL,NULL
0,54,NULL,NULL
0,9365,NULL,NULL
0,912,NULL,NULL
0,5666,NULL,NULL
0,3098,NULL,NULL
0,2049,NULL,NULL
0,6490,NULL,NULL
0,9165,NULL,NULL
0,675,NULL,NULL
0,2457,NULL,NULL
0,9335,NULL,NULL
0,1567,NULL,NULL
0,797,NULL,NULL
0,3227,NULL,NULL
0,8970,NULL,NULL
0,6419,NULL,NULL
0,7152,NULL,NULL
0,7155,NULL,NULL
0,809,NULL,NULL
0,7474,NULL,NULL
0,198,NULL,NULL
0,7884,NULL,NULL
0,3074,NULL,NULL
0,2145,NULL,NULL
0,9725,NULL,NULL
0,7765,NULL,NULL
0,5390,NULL,NULL
0,9474,NULL,NULL
0,2030,NULL,NULL
0,6800,NULL,NULL
0,2400,NULL,NULL
0,7166,NULL,NULL
0,8501,NULL,NULL
0,8502,NULL,NULL
0,5317,NULL,NULL
0,6560,NULL,NULL
0,1835,NULL,NULL
0,4227,NULL,NULL
0,5703,NULL,NULL
0,1191,NULL,NULL
0,7539,NULL,NULL
0,9532,NULL,NULL
0,4596,NULL,NULL
0,8027,NULL,NULL
0,4354,NULL,NULL
0,2330,NULL,NULL
0,5455,NULL,NULL
0,8476,NULL,NULL
0,8315,NULL,NULL
0,6532,NULL,NULL
0,9627,NULL,NULL
0,8358,NULL,NULL
0,4330,NULL,NULL
0,9588,NULL,NULL
0,8442,NULL,NULL
0,1694,NULL,NULL
0,4489,NULL,NULL
0,4003,NULL,NULL
0,8446,NULL,NULL
0,925,NULL,NULL
0,7397,NULL,NULL
0,5223,NULL,NULL
0,3967,NULL,NULL
0,8490,NULL,NULL
0,4792,NULL,NULL
0,2000,NULL,NULL
0,2634,NULL,NULL
0,2595,NULL,NULL
0,42,NULL,NULL
0,4623,NULL,NULL
0,4745,NULL,NULL
0,6962,NULL,NULL
0,3654,NULL,NULL
0,1591,NULL,NULL
0,6598,NULL,NULL
0,1429,NULL,NULL
0,6398,NULL,NULL
0,7627,NULL,NULL
0,4165,NULL,NULL
0,7253,NULL,NULL
0,6120,NULL,NULL
0,9953,NULL,NULL
0,6443,NULL,NULL
0,7217,NULL,NULL
0,7339,NULL,NULL
0,5411,NULL,NULL
0,3178,NULL,NULL
0,2574,NULL,NULL
0,6530,NULL,NULL
0,7829,NULL,NULL
0,7639,NULL,NULL
0,2397,NULL,NULL
0,7371,NULL,NULL
0,8507,NULL,NULL
0,6414,NULL,NULL
0,2947,NULL,NULL
0,8323,NULL,NULL
0,6258,NULL,NULL
0,6421,NULL,NULL
0,1004,NULL,NULL
0,4327,NULL,NULL
0,9810,NULL,NULL
0,5558,NULL,NULL
0,3129,NULL,NULL
0,4095,NULL,NULL
0,4016,NULL,NULL
0,1506,NULL,NULL
0,6429,NULL,NULL
0,9190,NULL,NULL
0,5778,NULL,NULL
0,5111,NULL,NULL
0,6272,NULL,NULL
0,9973,NULL,NULL
0,1871,NULL,NULL
0,2082,NULL,NULL
0,6912,NULL,NULL
0,3702,NULL,NULL
0,9996,NULL,NULL
0,6527,NULL,NULL
0,3948,NULL,NULL
0,7990,NULL,NULL
0,6690,NULL,NULL
0,2769,NULL,NULL
0,4408,NULL,NULL
0,2761,NULL,NULL
0,5482,NULL,NULL
0,844,NULL,NULL
0,2133,NULL,NULL
0,5055,NULL,NULL
0,1393,NULL,NULL
0,6637,NULL,NULL
0,4827,NULL,NULL
0,2275,NULL,NULL
0,9340,NULL,NULL
0,84,NULL,NULL
0,6311,NULL,NULL
0,9562,NULL,NULL
0,7087,NULL,NULL
0,43,NULL,NULL
0,8336,NULL,NULL
0,8553,NULL,NULL
0,2637,NULL,NULL
0,6809,NULL,NULL
0,5203,NULL,NULL
0,2328,NULL,NULL
0,1587,NULL,NULL
0,9957,NULL,NULL
0,3109,NULL,NULL
0,1571,NULL,NULL
0,3421,NULL,NULL
0,9575,NULL,NULL
0,1055,NULL,NULL
0,7000,NULL,NULL
0,9297,NULL,NULL
0,9689,NULL,NULL
0,1774,NULL,NULL
0,9322,NULL,NULL
0,4082,NULL,NULL
0,2557,NULL,NULL
0,9578,NULL,NULL
0,9982,NULL,NULL
0,4053,NULL,NULL
0,9829,NULL,NULL
0,6442,NULL,NULL
0,8214,NULL,NULL
0,8632,NULL,NULL
0,3322,NULL,NULL
0,6684,NULL,NULL
0,6134,NULL,NULL
0,9964,NULL,NULL
0,8953,NULL,NULL
0,1664,NULL,NULL
1,978,NULL,NULL
1,3597,NULL,NULL
1,8120,NULL,NULL
1,8537,NULL,NULL
1,7553,NULL,NULL
1,4528,NULL,NULL
1,8646,NULL,NULL
1,4025,NULL,NULL
1,1730,NULL,NULL
1,3163,NULL,NULL
1,1342,NULL,NULL
1,5722,NULL,NULL
1,4523,NULL,NULL
1,7606,NULL,NULL
1,4122,NULL,NULL
1,1340,NULL,NULL
1,8902,NULL,NULL
1,4987,NULL,NULL
1,3662,NULL,NULL
1,7549,NULL,NULL
1,5350,NULL,NULL
1,2340,NULL,NULL
1,8020,NULL,NULL
1,3875,NULL,NULL
1,5377,NULL,NULL
1,4767,NULL,NULL
1,4349,NULL,NULL
1,5053,NULL,NULL
1,2511,NULL,NULL
1,287,NULL,NULL
1,9021,NULL,NULL
1,2174,NULL,NULL
1,7887,NULL,NULL
1,1351,NULL,NULL
1,245,NULL,NULL
1,5747,NULL,NULL
1,9143,NULL,NULL
1,4995,NULL,NULL
1,5077,NULL,NULL
1,7130,NULL,NULL
1,6835,NULL,NULL
1,5805,NULL,NULL
1,4602,NULL,NULL
1,4280,NULL,NULL
1,7550,NULL,NULL
1,2199,NULL,NULL
1,7346,NULL,NULL
1,5843,NULL,NULL
1,8963,NULL,NULL
1,2421,NULL,NULL
1,7188,NULL,NULL
1,5347,NULL,NULL
1,1702,NULL,NULL
1,8545,NULL,NULL
1,7304,NULL,NULL
1,3446,NULL,NULL
1,3636,NULL,NULL
1,2069,NULL,NULL
1,5647,NULL,NULL
1,3267,NULL,NULL
1,5728,NULL,NULL
1,7667,NULL,NULL
1,4737,NULL,NULL
1,4131,NULL,NULL
1,5910,NULL,NULL
1,1999,NULL,NULL
1,5209,NULL,NULL
1,5619,NULL,NULL
1,2203,NULL,NULL
1,5736,NULL,NULL
1,988,NULL,NULL
1,7191,NULL,NULL
1,4238,NULL,NULL
1,3509,NULL,NULL
1,7116,NULL,NULL
1,3819,NULL,NULL
1,3575,NULL,NULL
1,7019,NULL,NULL
1,186,NULL,NULL
1,6780,NULL,NULL
1,1122,NULL,NULL
1,4891,NULL,NULL
1,9049,NULL,NULL
1,386,NULL,NULL
1,6852,NULL,NULL
1,3443,NULL,NULL
1,4374,NULL,NULL
1,8233,NULL,NULL
1,3709,NULL,NULL
1,9043,NULL,NULL
1,2351,NULL,NULL
1,7804,NULL,NULL
1,7118,NULL,NULL
1,894,NULL,NULL
1,203,NULL,NULL
1,1178,NULL,NULL
1,8929,NULL,NULL
1,6959,NULL,NULL
1,1370,NULL,NULL
1,3632,NULL,NULL
1,3809,NULL,NULL
1,7195,NULL,NULL
1,8409,NULL,NULL
1,1064,NULL,NULL
1,7046,NULL,NULL
1,6806,NULL,NULL
